date,d_gross_reserves_usd_m,d_exports_usd_m,d_imports_usd_m,d_remittances_usd_m,d_usd_lkr,ect_lag1,split
2011-02-01,-38.0,-106.03398130982077,-332.0442195309379,16.235385737155127,-0.012599999999991951,-3210.8174684758474,train
2011-03-01,-38.0,113.81973886518279,398.2621938349414,110.18243175308794,-0.5052000000000021,-1502.850900514535,train
2011-04-01,-38.0,-182.13933757016343,-143.79924106136468,-88.59940204014714,-0.08929999999999438,-3231.197012448012,train
2011-05-01,-38.0,87.491687349372,192.89975564157066,-0.3531397345706182,-0.45000000000000284,-579.7442431903904,train
2011-06-01,-38.0,-15.716582829527624,-14.578386685758915,-10.947309185554502,-0.2237999999999971,-2030.098717203796,train
2011-07-01,-38.0,141.7113982005443,101.16246853508619,11.860701667493458,-0.08210000000001116,-1847.9915582785643,train
2011-08-01,-38.0,-7.969436996071636,67.2392828742295,43.14604960602196,0.2569000000000017,-4075.366442849532,train
2011-09-01,-38.0,-95.77817824842498,-74.41151175635537,-56.931173559512274,0.33899999999999864,-3928.7232396810678,train
2011-10-01,-38.0,30.760306736625466,-5.650150795810305,18.933950176141195,0.03460000000001173,-2557.3629298916912,train
2011-11-01,-38.0,-3.3744420142097624,229.41942095863715,15.454115299235127,1.1329999999999956,-3034.3343570573566,train
2011-12-01,-38.0,47.621598548569295,-110.59523114548006,70.16881637335405,2.586200000000005,-3019.0745825641043,train
2012-01-01,31.0,-45.20519839678934,39.19127889560741,-33.41193870518248,0.01279999999999859,-3558.876109812487,train
2012-02-01,30.0,-67.16846034868365,-334.33359332339705,-2.4042822128326975,3.461500000000001,-2898.219940402509,train
2012-03-01,31.0,39.94503297622555,272.9026746186189,94.3102139295782,8.379499999999993,-1636.8387053126642,train
2012-04-01,31.0,-113.1456871056439,-413.17498380812117,-89.5023502183131,2.7643000000000058,-1862.7537821342642,train
2012-05-01,30.0,58.151072124785856,134.62839334894034,31.944404474469593,0.5797000000000025,-39.65685943518353,train
2012-06-01,31.0,-50.149048159900985,-156.00732047406677,-54.775161276600784,2.8473999999999933,-867.9411593905328,train
2012-07-01,30.0,38.63883995462277,-94.01782163214284,22.680002836734957,0.6329000000000065,-21.991621844532574,train
2012-08-01,31.0,34.460891338212036,425.0118347400323,15.053400958273471,-0.4952000000000112,-502.7485018004034,train
2012-09-01,31.0,-27.393159254768534,-435.5907527856898,21.154917797405744,-0.4790999999999883,-1106.465345161651,train
2012-10-01,30.0,-31.148299269794165,264.7030883960599,10.890077019543185,-2.424599999999998,-518.2995012753731,train
2012-11-01,31.0,57.231926568698555,338.99081105409846,-30.816724560899786,1.1480999999999995,-141.11412550242474,train
2012-12-01,30.0,43.3724477060191,-398.27506451997147,61.90365089361154,-2.1980000000000075,-1094.5483448027403,train
2013-01-01,33.0,-142.3019036189561,12.398967615573838,-50.92553496835353,-1.3160000000000025,-1594.1111327478611,train
2013-02-01,33.0,69.03635551200091,-98.9911416135019,-32.84722423074447,0.014200000000002433,496.45278294354165,train
2013-03-01,33.0,34.31899798455686,111.57150957574413,41.94218918664848,-0.033699999999996066,-559.8851247367332,train
2013-04-01,33.0,-135.48601650933927,-19.265907898432715,3.9640535450429866,-0.7332000000000107,-1015.9272684334351,train
2013-05-01,32.0,97.32773147269313,23.246882486633012,-2.9738181588575117,0.27590000000000714,1088.477433581849,train
2013-06-01,33.0,13.74511935152293,-39.40687992168546,15.877601562314567,1.6692999999999927,-378.4517076000868,train
2013-07-01,33.0,51.68755349915648,-76.36246931992832,-1.605357296663101,3.2220000000000084,-465.4132486552715,train
2013-08-01,33.0,59.337150326776964,41.87663183547147,13.389406687031283,0.8336999999999932,-1104.3342799843988,train
2013-09-01,33.0,-19.60248610030476,11.422662028376635,17.751032073624856,0.37829999999999586,-1945.5946207684765,train
2013-10-01,32.0,142.29703698897174,-92.67615981909444,15.186343979666617,-1.350999999999999,-1572.3454090942591,train
2013-11-01,-428.88745211405694,-9.489302712788685,176.02845606214032,-5.174632610995218,0.09399999999999409,-3722.847589950872,train
2013-12-01,490.15957363731104,-44.16218564066048,-18.59443732473278,35.052683613263184,-0.32519999999999527,-4058.3647317254854,train
2014-01-01,553.311783821885,-83.7664748229638,104.36564224542076,-47.367584228962414,-0.07859999999999445,-2836.475750099994,train
2014-02-01,210.9682615764168,-61.5626886604407,-235.0356142453552,-53.462132580224875,0.11109999999999332,-1104.0598612808533,train
2014-03-01,-199.82771819066966,227.75317881268757,251.6821683073158,103.88051683987442,-0.21109999999998763,31.315382170281293,train
2014-04-01,837.0066336914815,-305.8466866313796,-227.6482353334311,-51.876300700478964,0.007900000000006457,-3572.714666836164,train
2014-05-01,-124.06724166415552,119.27203916734686,-91.25966042311302,3.4835694935453603,-0.21030000000001792,1942.7959782586922,train
2014-06-01,391.3408642549657,102.16316908981469,86.20698336047462,27.614855905218633,-0.11189999999999145,7.7658817425012625,train
2014-07-01,-190.26352375056376,-29.05830172279525,405.921423904741,21.549573008875427,-0.05910000000000082,-1152.8728141647016,train
2014-08-01,211.89617807383183,35.9980137578616,-120.81819268852473,-58.58234226585387,-0.037499999999994316,-970.8664171107131,train
2014-09-01,-363.8330229152016,-89.79531310810444,-57.049776517287455,26.912892300705835,0.08140000000000214,-1378.81480365858,train
2014-10-01,-30.884232584570782,-0.9998198330966943,82.72990930421247,25.071082318615368,0.3055999999999983,-299.0959303113529,train
2014-11-01,-460.03804902309275,19.32387491782879,-103.36326606091029,19.195260448481918,0.36599999999998545,-285.0908530409199,train
2014-12-01,-122.47205481358105,83.95400536794239,150.6435353526324,89.58802133982738,0.15080000000000382,-970.8513524446016,train
2015-01-01,-955.9800000000005,-84.66774145804561,-115.82485516245492,-185.32027608179112,0.528899999999993,-2270.9766602484665,train
2015-02-01,168.0254996301701,-13.196191435455262,-152.11225097727743,-11.876317537240936,1.1146000000000242,-2184.4308029653434,train
2015-03-01,-600.9099944028176,160.85451431442334,51.40070456771218,132.6168472473417,0.2278999999999769,-1756.1349987079625,train
2015-04-01,635.0859682515174,-351.14463451599283,-90.47629163802549,-58.32039358422219,-0.02729999999999677,-4616.835747331649,train
2015-05-01,-608.8614734788689,169.1185769135551,95.00335563317776,-48.204500721750605,0.5373000000000161,1344.8758477059082,train
2015-06-01,679.7153794783571,59.480881364868424,93.28708533315739,91.83004303132293,0.47819999999998686,-1952.7359133545024,train
2015-07-01,-716.9347297054819,-8.430499136762819,-144.86061307200134,-30.265553916824842,-0.2563999999999851,-2044.5608616564043,train
2015-08-01,-350.8316215434579,-135.02563583794688,-10.504756446638794,-33.26276262362899,0.17009999999999081,-2651.7746567480076,train
2015-09-01,325.96023027126466,51.08829968664372,59.34677477693231,18.139161948693868,5.381,-972.9490989203367,train
2015-10-01,-302.9942839986452,-2.4529867137531483,55.54765596418906,20.96632366682843,1.6180999999999983,-1242.651025674147,train
2015-11-01,800.5260968175307,-12.317890426978238,-173.39113460721296,-30.67836765309346,1.1126999999999896,-1435.0937522048632,train
2015-12-01,22.426682620671272,-17.92123116929986,179.84806684794535,44.053440581401446,1.3713000000000193,-413.40812326508103,train
2016-01-01,-1009.3162854009006,78.0937191524389,-55.59992235810341,-55.085939281868946,0.2154999999999916,-45.47879910693627,train
2016-02-01,279.0476188988332,-6.997596393899357,-149.81715020386332,-9.23923701745366,0.08850000000001046,-2325.3812606683123,train
2016-03-01,-352.1827311450061,57.41461290246252,126.71780697788859,121.5480147985511,1.494499999999988,-1911.1377124128917,train
2016-04-01,-152.66109867596697,-238.62185471831663,-105.13743264038021,-97.73602320052532,0.06839999999999691,-2929.4663150745105,train
2016-05-01,-423.3841628229011,69.73742943615912,128.94625291837156,19.23219006688862,0.7061999999999955,455.6060576731292,train
2016-06-01,-352.8710947942973,120.43473613696904,85.96509366903979,47.244354250520814,-0.04720000000000368,-1019.7105919538755,train
2016-07-01,1196.9177036764977,-9.01798040016763,-243.00310520913808,-71.71307928002818,-0.4598999999999762,-3170.7771008581267,train
2016-08-01,109.75334541537632,-25.23405461374182,216.2896699008934,45.519436869400806,-0.19750000000001933,-1904.3626754695108,train
2016-09-01,-143.2225491665322,31.56765915320932,-140.82749590794492,-40.41198793055844,0.2546000000000106,-1395.186128772693,train
2016-10-01,-401.8758900792909,-42.83444876031672,215.26126323463518,29.656695691631853,1.3018999999999892,-2045.0534214836941,train
2016-11-01,-409.7095079356641,-45.39258011186189,8.55785791032713,-40.15365674103157,1.0500000000000114,-1753.9312334378155,train
2016-12-01,374.90250909112456,49.38115785780735,84.01508492000767,117.22533361534192,1.005200000000002,-1500.23766660769,train
2017-01-01,-565.874077352396,5.685918329845549,-17.151357919743987,-14.316311419350654,1.0190000000000055,-1679.6847903187688,train
2017-02-01,181.49714508944544,3.089370364825072,-187.78406427269238,-72.20057844774078,1.0378999999999792,-2318.9142591550676,train
2017-03-01,-517.3995239854858,174.01123126969424,258.1625965028004,44.97154080288908,0.6326999999999998,-2220.763520190508,train
2017-04-01,-69.1772611654751,-247.15609884041692,-265.44027349253884,-155.11449318751488,0.35720000000000596,-5387.888369082025,train
2017-05-01,1711.6221999661575,46.58273731439351,120.86718748758403,112.75866470267772,0.528899999999993,-1831.1133457046647,train
2017-06-01,199.3211329014557,146.05838812687216,-183.81792232268185,-9.817447091139456,0.41730000000001155,-663.6273347613925,train
2017-07-01,-248.53952978968846,27.87871301585278,50.19810313985977,38.40503585952297,0.7793000000000063,-2664.0712280033827,train
2017-08-01,983.0623105836921,-14.539267162288525,265.77101855688966,-29.40630456179474,-0.48969999999999914,-3265.529133161896,train
2017-09-01,-413.71241651946,10.382857973713158,-190.24660586759182,-62.10799668703157,-0.28530000000000655,-2194.7257612310123,train
2017-10-01,220.9565329340012,-35.445735007287226,60.58482346924916,8.482055218923392,0.6779999999999973,-2829.7467656810154,train
2017-11-01,-165.6748879110055,-34.64780342946199,213.1445302633315,42.129728201893045,0.10200000000000387,-2043.6336362565992,train
2017-12-01,623.5357946567874,78.5709026542878,108.11611069559103,83.00880861917983,-0.48400000000000887,-1660.1200339686955,train
2018-01-01,-288.67303040954084,-54.13277109897058,-34.00873921115226,57.958459477250244,0.6367000000000189,-2151.747489927659,train
2018-02-01,252.38934549018904,-49.719797253108254,-36.49761407712481,-157.85467030470875,1.0284999999999798,-1481.7754319716164,train
2018-03-01,-602.6196357472636,192.01291543001446,0.5287306859311229,106.19588942127291,0.8649000000000058,-683.5837741234291,train
2018-04-01,2616.0191036541664,-312.60858906896783,-184.89403053974547,-136.51801629545832,0.5471000000000004,-4034.6568337704257,train
2018-05-01,-1126.8522277748489,128.7029580579076,63.3301514064824,39.22389552511106,1.5670000000000073,3229.463219479781,train
2018-06-01,458.1005364895809,100.61065471659117,-37.47811862030858,-56.76147656490912,1.2092000000000098,222.70922610855797,train
2018-07-01,-837.3451889849548,48.79601623219196,-65.01467765635175,95.65667600279073,0.39289999999999736,-911.2312143637822,train
2018-08-01,154.86588889609084,-35.8036866741279,132.6522090987903,-85.10017620583017,0.9668999999999812,-2309.9232631798673,train
2018-09-01,-1420.458479954459,17.853994071199395,-118.70723020412856,-34.62840651720546,4.902000000000015,-1749.6467609853905,train
2018-10-01,739.225976079767,-76.11851862163178,114.06334675561448,99.52384257029848,6.137699999999995,-3310.365432755106,train
2018-11-01,-897.982839635466,0.4551114505251235,-117.8680752995208,-44.05013075052102,5.366099999999989,-1065.2441660365791,train
2018-12-01,-86.10583936427429,53.83190753657914,-30.023932207841654,29.407775062993096,3.3519000000000005,-1836.626803488324,train
2019-01-01,-767.0204303957535,4.763742337355325,-79.12272048097157,-39.12459931044884,1.5230999999999995,-2584.2628793852737,train
2019-02-01,-117.04119881111546,-57.026966979349595,-223.062445230192,-44.83333660795921,-3.2081000000000017,-3418.6350048441655,train
2019-03-01,1594.0869310657781,155.7424216493779,296.6472511226609,70.93884694552304,-0.2991999999999848,-2778.3006233312576,train
2019-04-01,-415.2698835102801,-338.7567032187095,-133.47064045307093,-17.738967573480863,-3.451999999999998,-3550.578467835133,train
2019-05-01,-491.3594277080929,162.91417079628036,188.12168896047842,8.42810723876812,1.5067999999999984,1137.3003278183867,train
2019-06-01,2142.371893330249,122.93465376369716,-383.85067614744503,-25.49256471402657,0.3135000000000048,-1846.5521904288255,train
2019-07-01,-517.9206923327711,-85.41999213204872,316.0754866333898,89.05300624209076,-0.5803000000000225,-1524.2986892778647,train
2019-08-01,176.64844715065556,33.970835620914386,-142.3133983049563,-107.4326217404946,2.05540000000002,-684.0701705494299,train
2019-09-01,-888.3803143429213,-78.75074008533477,136.93169852831352,-1.9818707504580289,2.8589000000000055,-1103.1239740994909,train
2019-10-01,144.75105000970234,23.525731098755955,105.18736976723972,90.77812503768382,0.5179999999999723,-726.9170062819852,train
2019-11-01,-259.63003117211247,1.5053593714829958,-74.63405781932192,-91.78298421135469,-1.0043999999999755,-804.3845764453033,train
2019-12-01,121.94001832007416,21.157331195268625,43.09894874860015,149.76223703805226,0.8864999999999839,-1252.4655586947108,train
2020-01-01,-129.65947131918074,4.942140748083148,-48.86289389381227,-84.09583537946583,0.12430000000000518,-1189.728297335614,validation
2020-02-01,428.78154091863234,-16.368072491686917,-173.00325143655596,-53.60517455195645,0.17969999999999686,-1517.947269443896,validation
2020-03-01,-407.77850094270616,-332.2985706158594,-357.2746335025456,-35.230898090941366,2.907900000000012,-874.3740573369488,validation
2020-04-01,-324.216468256046,-373.90810515488073,-82.4422407731945,-117.07233176414047,6.944099999999992,3960.1544084981233,validation
2020-05-01,-709.6628496149051,304.3769297110244,-128.78414983957316,56.73829603772782,-3.8111000000000104,9440.607306603772,validation
2020-06-01,194.79076193808396,307.44802492434656,61.628475068666944,140.74047058639178,-1.671999999999997,4054.151158206947,validation
2020-07-01,401.18380911899294,190.88577566417064,238.2430259622979,129.59052309659228,-0.13280000000000314,-316.5828349420722,validation
2020-08-01,334.2511841130481,-137.7924574968397,-4.606303820176436,-37.63175288785044,-0.8847999999999843,-2703.773204493864,validation
2020-09-01,-763.7620685071415,52.813511448030795,235.79698529363804,38.19355853335401,0.09899999999998954,-340.60113528353264,validation
2020-10-01,-810.5769970984475,-145.7667576630231,-162.1046079650796,-71.93671404395684,-0.5751999999999953,-1912.918368427955,validation
2020-11-01,-300.46833828965464,-70.61942638334153,20.920123604740866,-19.042758245131154,0.4327000000000112,-576.7149160497866,validation
2020-12-01,108.98996653814083,180.79489971402177,142.94652230022552,201.06694691679297,1.8234999999999957,185.77700793192136,validation
2021-01-01,-822.4025649789919,-27.788562787967976,64.9431637315356,-137.3988009558119,0.36709999999999354,-2130.3467897038013,validation
2021-02-01,-258.86958034823874,15.062292563007645,-67.98622445866863,-95.65683544949354,7.009999999999991,-2758.9597940365375,validation
2021-03-01,-527.7934240235254,142.04927803989847,402.32786493688764,32.357256069170944,5.030000000000001,-3161.221244391212,validation
2021-04-01,415.5384722242534,-275.5895918790584,-218.95982535792018,-93.28501232245515,0.5,-5763.056799200071,validation
2021-05-01,-437.90725431416104,73.51895991121148,-99.53795807787924,-58.64026305750389,-0.03999999999999204,-1189.3575788594858,validation
2021-06-01,27.214690186192456,115.31148118082922,51.7702946860411,18.33450720576991,1.6399999999999864,-2830.0031116013984,validation
2021-07-01,-1254.1617414865036,96.91872808617745,50.89139283842587,-25.185391041637104,-1.2399999999999807,-4505.965823345404,validation
2021-08-01,737.624819331953,-2.898554742782153,-23.428237664577637,-6.645632572789225,10.099999999999994,-7346.555784203952,validation
2021-09-01,-839.3216869378093,-66.57735001535139,-160.6348465827807,-93.38983293465475,-10.009999999999991,-6239.253565480841,validation
2021-10-01,-434.97535251492945,157.87891477980816,168.24426813265973,-35.83998706667319,1.8799999999999955,-6493.812358125209,validation
2021-11-01,-680.8396159420552,19.13263287374025,70.35121822778433,-45.95364889298901,0.18000000000000682,-9399.866999669586,validation
2021-12-01,1550.8541298893667,-55.18373810618823,476.35159689634884,53.721799383710334,-1.6200000000000045,-10464.1886498929,validation
2022-01-01,-777.5812497257457,-53.68186714605736,-281.5961053302499,-65.93356435444758,0.7599999999999909,-8155.653219858002,validation
2022-02-01,-50.39474376182807,-9.265630129418923,-86.4343489903606,-54.297537364231545,-0.12999999999999545,-8117.102768148669,validation
2022-03-01,-394.250466948733,-35.10579347027533,-54.03697414884118,113.47535179129554,97.94,-8096.332137659599,validation
2022-04-01,-105.0,-87.32599843854211,-119.9503322524597,-69.45725555816367,42.85000000000002,-4548.952804451103,validation
2022-05-01,75.0,77.39471388498293,-247.4978333264155,55.195945235929315,18.909999999999968,-1994.7534093840684,validation
2022-08-01,-170.0,177.0698557661965,34.40608972959103,21.218348362035954,0.38999999999998636,-2334.560571999612,validation
2022-09-01,62.0,-145.5407161359069,-201.50709748515396,33.97223965917743,1.75,-5188.907530058448,validation
2022-11-01,27.0,-84.49922190283405,160.20101159643718,25.07632485923449,0.29000000000002046,-2721.228837108006,validation
2022-12-01,92.0,72.26216657016016,-19.00079608985675,91.20487775169323,-0.07999999999998408,-1386.4178070173375,validation
2023-01-01,223.0,-89.42362890118363,-2.1938900642571753,-38.12197396169563,-0.9700000000000273,-2251.7827759212914,test
2023-02-01,98.0,3.791073652350633,-402.32585057469623,-30.077379784269624,-0.5099999999999909,-747.9606356645517,test
2023-03-01,475.0,55.494313925562096,428.49878831957767,160.90196265784834,-39.74000000000001,-667.3614577808189,test
2023-04-01,67.0,-188.8439182964894,-18.34559345118987,-114.32437107037003,-0.2400000000000091,-2191.025141477376,test
2023-05-01,730.0,170.8775975288073,35.067851834108296,25.7179070776549,-26.129999999999995,587.3635264803498,test
2023-06-01,233.0,-14.145120828413383,-97.17831389896128,-3.9987586879615264,13.310000000000002,-2130.631364106291,test
2023-07-01,41.0,15.093683928047767,18.469935058828014,65.25690621109334,20.53000000000003,-1226.0479932897433,test
2023-08-01,-165.0,98.20820490369249,38.46541438497775,-41.80213660598554,-6.699999999999989,-643.1901497265494,test
2023-09-01,-60.0,-146.7357077873213,-76.73975211567858,-16.795366303222863,1.7899999999999636,-2617.0567111180744,test
2023-10-01,29.0,-43.94988179245274,261.20390773373924,35.01930061091514,2.930000000000007,-369.35402159438195,test
2023-11-01,2.0,71.01318986595356,-221.78064447984343,19.93648170131985,1.660000000000025,419.60314380549164,test
2023-12-01,821.0,2.7877009715767826,99.87087215621,32.41266815239487,-5.1200000000000045,-523.902465634181,test
2024-01-01,104.0,-31.03639054347002,23.211773521131136,-82.16680952831854,-6.509999999999991,114.1455552587473,test
2024-02-01,24.0,88.59460249819892,-133.36819005985217,-11.416380510676788,-7.260000000000048,340.1540318670758,test
2024-03-01,440.0,89.16264556273632,129.28002075945778,96.22899395864363,-8.96999999999997,-1218.770688724514,test
2024-04-01,511.0,-270.9024686030257,-72.453622886532,-28.547239334265782,-4.319999999999993,-2317.6840462590353,test
2024-05-01,-61.0,133.6759544905923,-30.650451205127865,0.5781227818822572,5.029999999999973,2190.3376579312603,test
2024-06-01,244.0,65.7696134681081,42.02559989065935,-24.80402170479431,3.819999999999993,246.99124217848464,test
2024-07-01,-2.0,53.255251227957615,287.50037060544446,47.22146853339905,-3.339999999999975,-448.1311849281817,test
2024-08-01,307.0,101.40254460895676,-80.09415991726883,10.62698201706155,-2.0400000000000205,-1376.624026434668,test
2024-09-01,35.0,-219.94480680060212,-8.287447569044389,-21.90401906195609,-0.9699999999999704,-2656.6541274427177,test
2024-10-01,478.0,146.26104416443457,56.63924637759624,32.14504159035846,-5.639999999999986,694.9984751191377,test
2024-11-01,-21.0,-163.85088807961108,-206.07931659757082,-57.635287558153436,-2.8000000000000114,-1222.284617654071,test
2024-12-01,-329.0,107.61953186799258,428.1768625692523,83.76028803851761,1.6599999999999682,1144.4486623536545,test
2025-01-01,-57.0,-48.97659893482228,-138.95116363179818,-40.807990781960484,5.0,-760.7053099522936,test
2025-02-01,21.0,0.14110258546793375,-321.32245020972414,-24.901301503410536,-2.079999999999984,68.1595017418021,test
2025-03-01,445.0,188.75937111726375,173.1036503020614,145.19652617540612,0.8500000000000227,63.563309701737495,test
2025-04-01,-204.0,-273.46157246042264,48.58126816930758,-47.20486959289906,3.269999999999982,-2171.683055133465,test
2025-05-01,-41.0,66.42171200172027,-178.71866798634142,-4.416272375188441,-0.18000000000000682,1845.2609207237297,test
2025-06-01,-205.0,107.18023341780963,174.92300581181053,-5.951389486158519,0.5300000000000296,817.3161796630111,test
2025-07-01,66.0,160.36317718624423,200.12953651715202,61.53828518839998,2.2399999999999523,-1075.3116819906593,test
2025-08-01,31.0,-19.864772411965532,-185.7353538736195,-16.52374884169876,0.2400000000000091,-3353.6258798231697,test
2025-09-01,66.0,-143.8640038084718,352.1073808478477,14.99001555817108,0.160000000000025,-2987.0995952100266,test
2025-10-01,-28.0,11.370857712063525,108.16188410541508,16.26513288441356,1.8100000000000023,-772.6073641505777,test
