date,banking_beta,equity_returns_inv,equity_volatility,debt_spread,empi,fsi_variance_equal,banking_beta_std,equity_returns_inv_std,equity_volatility_std,debt_spread_std,empi_std
2012-06-01,,0.10336740655925958,0.04267072200369956,,2.2482418087134612,0.3168909552378359,,0,-0.5013844503314027,,1.4520573160449104
2012-07-01,,-0.013773188349233578,0.04477803057965869,,2.1235768656712004,0.31711211317213267,,0,-0.4201038640789574,,1.3714402035953555
2012-08-01,,-0.0014365006737371289,0.04301850289529831,,2.000801362899848,0.2680248914345708,,0,-0.4879702616933299,,1.2920449359970423
2012-09-01,,-0.057000808923557855,0.050099450989098286,,1.920817527522599,0.3418231225251596,,0,-0.21485239995576202,,1.240321767531241
2012-10-01,,-0.12737339054942076,0.06746418561972778,,1.8340002267551598,0.5463663259360274,,0,0.45491937765554724,,1.184179600152535
2012-11-01,,0.08203514891854446,0.06845149385866509,,1.744165481878152,0.5396955972322198,,0,0.49300065032163914,,1.1260861413750203
2012-12-01,,0.028958149842550185,0.0651888056291611,,1.6839061011913077,0.4847581110523964,,0,0.3671561417961921,,1.087118191360997
2013-01-01,,inf,0.0651888056291611,,-0.11003077580320911,0.09806289583314,,0,0.3671561417961921,,-0.07296745429677208
2013-02-01,,-inf,0.0651888056291611,,-0.09051592653286791,0.10226945345249654,,0,0.3671561417961921,,-0.0603477814387025
2013-03-01,,0.02567292979765412,0.06228470820591128,,-0.09617718331659078,0.0637113403714671,,0,0.2551427690092829,,-0.06400874789488158
2013-04-01,,-0.009246501616683389,0.059949131260416885,,-0.06887916150905252,0.039567253149359605,,0,0.16505768819425481,,-0.046355928746175994
2013-05-01,,-0.04576579388433544,0.059576478053688355,,-0.07230144475560882,0.03403837892755388,,0,0.1506841543619054,,-0.04856901757924376
2013-06-01,,-0.07719672845734493,0.06140083048109705,,-0.04856338282444472,0.06261085859796098,,0,0.2210508944409464,,-0.03321831864706345
2013-07-01,,0.05069729928075262,0.06057939880234448,,-0.04893741613949926,0.051969139736562094,,0,0.18936761408180372,,-0.033460194872117426
2013-08-01,,-0.003881414386022186,0.05869176986674413,,-0.01541386580903159,0.03492624556416249,,0,0.1165602482014443,,-0.01178151150895683
2013-09-01,,0.06265051688641776,0.05858812250331344,,-0.01193763338018744,0.03434298356931504,,0,0.11256248605152629,,-0.00953353534358116
2013-10-01,,0.0003268892367547238,0.05668449916396697,,0.020505556486880405,0.01686157139467734,,0,0.03913820315764827,,0.01144651102638375
2013-11-01,,-0.029576453328742147,0.05650807284676747,,0.030435841339552905,0.016733809752889833,,0,0.03233329823962568,,0.017868131019043814
2013-12-01,,0.030741324212598897,0.05690266908911004,,0.07803432094468121,0.032067281768205745,,0,0.047553192599908665,,0.04864865270470857
2014-01-01,,inf,0.05864353485986241,,0.030249139778768752,0.044149060623556315,,0,0.11469978520045598,,0.017747396670212953
2014-02-01,,-inf,0.0541104531401238,,0.03227175881971195,-0.01369648582951206,,0,-0.06014482176124547,,0.01905536427270929
2014-03-01,,0.05033967946453721,0.05578597889769371,,0.010289594356713838,0.0031072353408732336,,0,0.004481553991232976,,0.004840152031386724
2014-04-01,0.6293205135009114,-0.014740310393211331,0.05588794193411753,,0.006420611089654582,-0.5459693661865279,-2.1946300106154375,0,0.008414350294135774,,0.0023381955751901546
